/ x 0
软件设计 l 0
方面 n 0
功力 n 0
深厚 a 0
移动 vn 0
技术 n 0
充满热情 n 0
评估 vn 0
开发 v 0
时间 n 0
专研 n 0
技术 n 0
难点 d 0
良好 a 0
工作 vn 0
态度 n 0
较强 a 0
主动 b 0
学习 v 0
能力 n 0
团队 n 0
沟通 v 0
协作 vn 0
能力 n 0
良好 a 0
编码 n 0
习惯 n 0
风格 n 0
岗位 n 0
名称 n 0
android eng 1
开发 v 0
工程师 n 0
外派 n 0
深圳 ns 0
顺丰 nz 0
本科 r 0
以上学历 l 0
计算机 n 0
相关 v 0
专业 n 0
年 m 0
手机 n 0
客户端 n 0
开发 v 0
经验 n 0
熟悉 v 0
面向对象 n 0
程序设计 n 0
方法 n 0
熟悉 v 0
设计模式 n 0
基础 n 0
扎实 a 0
精通 a 0
常用 b 0
数据结构 nz 1
算法 nz 1
精通 a 0
tcp eng 1
/ x 0
ip eng 1
协议 n 0
相关 v 0
知识 v 0
精通 a 0
网络 n 0
编程 n 0
精通 a 0
http eng 1
/ x 0
https eng 1
网络应用 n 0
协议 n 0
了解 v 0
数据库 nz 1
熟悉 v 0
sql eng 1
使用 v 0
熟练掌握 i 0
android eng 1
手机 n 0
应用 v 0
开发 v 0
熟悉 v 0
anr eng 1
/ x 0
crash eng 1
处理 v 0
应用 v 0
性能 n 0
优化 vn 0
经验 n 0
参与 v 0
业务 n 0
模型 n 0
理解 v 0
抽象 v 0
熟悉 v 0
android eng 1
客户端 n 0
应用 v 0
开发技术 n 0
成熟 a 0
产品 n 0
优先 vn 0
具备 v 0
良好 a 0
分析 vn 0
解决问题 n 0
能力 n 0
独立 v 0
承担 v 0
任务 n 0
系统 n 0
进度 d 0
控 v 0
能力 n 0
强烈 a 0
责任心 n 0
团队精神 n 0
善于 v 0
沟通 v 0
/ x 0
合作 vn 0
主动 b 0
总结 n 0
汇报 nz 0
面试 v 0
公司 n 0
员工 n 0
交付 v 0
形式 n 0
外派 n 0
顺丰 ns 0
工作 vn 0
稳定 a 0
顺丰 ns 0
长期 d 0
发展 vn 0
顺丰 nz 0
科技 n 0
公司 n 0
成立 v 0
2009 m 0
年 m 0
隶属于 n 0
顺丰 nz 0
速运 n 0
集团 n 0
具备 v 0
深圳市 ns 0
重点 n 0
软件 n 0
企业 n 0
/ x 0
国家 n 0
高新技术 n 0
企业 n 0
资质 n 0
顺丰 nz 0
速运 n 0
集团 n 0
目前 t 0
中国 ns 0
最大 a 0
快递 v 0
综合 vn 0
服务提供商 n 0
业务范围 n 0
遍布全国 n 0
含 v 0
港澳台 m 0
美国 ns 0
/ x 0
日本 ns 0
/ x 0
韩国 ns 0
/ x 0
新加坡 ns 0
/ x 0
马来西亚 ns 0
/ x 0
泰国 ns 0
/ x 0
越南 ns 0
/ x 0
澳大利亚 ns 0
海外 s 0
国家 n 0
﻿ x 0
提供 v 0
舒适 a 0
高大 a 0
办公 n 0
环境 n 0
可观 a 0
收入 v 0
不定期 d 0
专业培训 n 0
多元化 vn 0
职业 n 0
发展 vn 0
渠道 n 0
给予 v 0
岗位 n 0
技能 n 0
综合 vn 0
能力 n 0
不断 d 0
提升 v 0
机会 n 0
不靠 v 0
关系 n 0
晋升 nr 0
培养 v 0
方向 n 0
技术顾问 l 0
/ x 0
人事管理 n 0
/ x 0
项目经理 n 0
享受 v 0
国家 n 0
规定 n 0
五险 n 0
一金 n 0
商业 n 0
险 a 0
带薪 v 0
年 m 0
假 a 0
婚假 n 0
产假 n 0
年度 n 0
体检 v 0
丰富多彩 i 0
员工 n 0
club eng 0
活动 vn 0
项目 n 0
中 f 0
担任 v 0
android eng 1
应用 v 0
开发人员 n 0
参与 v 0
需求 v 0
分析 vn 0
/ x 0
编码 n 0
实现 v 0
/ x 0
技术支持 n 0
工作 vn 0
移动 vn 0
互联网 n 0
技术 n 0
强烈 a 0
兴趣 n 0
富于 v 0
钻研 n 0
探索 v 0
精神 n 0
较强 a 0
逻辑思维 l 0
能力 n 0
沟通 v 0
能力 n 0
计算机技术 n 0
相关 v 0
专业 n 0
本科 r 0
以上学历 l 0
熟悉 v 0
android eng 1
应用 v 0
开发 v 0
精通 a 0
android eng 1
平台 n 0
框架 n 0
原理 n 0
主要 b 0
模块 n 0
熟练掌握 i 0
android eng 1
ui eng 1
布局 n 0
控件 n 0
参与 v 0
android eng 1
客户端 n 0
产品 n 0
软件开发 l 0
全过程 n 0
实现 v 0
/ x 0
测试 nz 1
/ x 0
维护 v 0
参与 v 0
android eng 1
客户端 n 0
基础 n 0
框架 n 0
搭建 v 0
优化 vn 0
解决 v 0
android eng 1
客户端 n 0
技术 n 0
问题 n 0
年 m 0
左右 m 0
实际 n 0
android eng 1
开发 v 0
经验 n 0
有中 r 0
大型 b 0
线 n 0
app eng 1
开发 v 0
经验 n 0
优先 vn 0
熟练 a 0
使用 v 0
java eng 1
语言 n 0
比较 d 0
深入 v 0
理解 v 0
java eng 1
网络 n 0
编程 n 0
/ x 0
并发 v 0
编程 n 0
方面 n 0
技术 n 0
熟练掌握 i 0
android eng 1
应用 v 0
开发 v 0
中 f 0
ui控件 eng 1
封装 v 0
/ x 0
常用 b 0
布局 n 0
熟悉 v 0
tcp eng 1
/ x 0
ip eng 1
/ x 0
http eng 1
协议 n 0
sqlite eng 1
数据库 nz 1
熟悉 v 0
xml eng 1
json eng 1
操作 v 0
熟悉 v 0
androidframework eng 1
了解 v 0
android eng 1
版本 n 0
主要 b 0
特性 n 0
具有 v 0
android eng 1
多媒体 n 0
应用 v 0
开发 v 0
经验 n 0
熟悉 v 0
hls eng 1
协议 n 0
做 v 0
手机 n 0
流 n 0
媒体播放器 n 0
/ x 0
熟悉 v 0
mediaplayer eng 1
surfaceview eng 1
优先 vn 0
熟悉 v 0
动态 n 0
库 n 0
文件 n 0
加载 v 0
调用 vn 0
使用 v 0
ndk eng 1
开发 v 0
java eng 1
native eng 1
接口 v 0
优先 vn 0
ffmpeg eng 1
平台 n 0
音视频 n 0
相关 v 0
开发 v 0
经验 n 0
优先 vn 0
熟悉 v 0
进程 n 0
常驻 v 0
/ x 0
消息 n 0
推送 v 0
应用 v 0
性能 n 0
监控 vn 0
apm eng 1
相关 v 0
经验 n 0
优先 vn 0
熟练 a 0
运用 vn 0
android eng 1
自定义 l 0
控件 n 0
熟练掌握 i 0
android eng 1
系统 n 0
架构 n 0
android eng 1
层次 m 0
开发 v 0
一定 d 0
认识 v 0
.2 m 0
熟练掌握 i 0
android eng 1
xml eng 1
json eng 1
html eng 1
解析 vn 0
熟练掌握 i 0
数据 n 0
存储 j 0
方式 n 0
使用 v 0
mvc eng 1
独立 v 0
开发 v 0
客户端程序 n 0
熟悉 v 0
安卓 nz 1
gps eng 1
定位 n 0
熟悉 v 0
android eng 1
jni eng 1
开发 v 0
jni eng 1
实现 v 0
java eng 1
/ x 0
c++ eng 1
程序 n 0
间 f 0
调用 vn 0
回调 v 0
熟练掌握 i 0
ui eng 1
设计 vn 0
/ x 0
常用 b 0
布局 n 0
/ x 0
动画 n 0
特效 a 0
熟悉 v 0
安卓 nz 1
消息 n 0
推送 v 0
机制 n 0
原理 n 0
熟悉 v 0
android eng 1
安全 an 0
机制 n 0
获取 v 0
系统 n 0
最高 a 0
权限 n 0
不能 v 0
停止 v 0
服务 vn 0
利用 n 0
守护 v 0
进程 n 0
保护 v 0
服务 vn 0
停止 v 0
清理 a 0
内存 n 0
熟悉 v 0
android eng 1
网络通信 nt 0
机 n 0
socket eng 1
通信 j 0
/ x 0
tcp eng 1
/ x 0
http eng 1
有较 d 0
深刻 d 0
了解 v 0
经验 n 0
熟练 a 0
应用 v 0
mysql eng 1
sqlserver eng 1
安卓 nz 1
sqlite eng 1
数据库 nz 1
操作 v 0
编码 n 0
熟练掌握 i 0
html eng 1
div eng 1
/ x 0
css eng 1
熟悉 v 0
javascript eng 1
/ x 0
ajax eng 1
/ x 0
jquery eng 1
实现 v 0
静态 n 0
页面 n 0
开发 v 0
了解 v 0
html5 eng 1
了解 v 0
phonegap eng 1
框架 n 0
web eng 1
sevice eng 0
熟练 a 0
使用 v 0
eclipse eng 1
/ x 0
eclipse eng 1
cvs eng 1
/ x 0
svn eng 1
/ x 0
git eng 1
开发工具 l 0
数据结构 nz 1
深入 v 0
了解 v 0
/ x 0
c++ eng 1
基础 n 0
参与 v 0
android eng 1
/ x 0
ios eng 1
客户端 n 0
软件产品 l 0
研发 j 0
产品 n 0
运营 vn 0
人员 n 0
沟通 v 0
保证 v 0
产品 n 0
质量 n 0
开发进度 n 0
持续 vd 0
优化 vn 0
相关 v 0
产品 n 0
质量 n 0
/ x 0
性能 n 0
/ x 0
用户 n 0
体验 n 0
能力 n 0
要求 v 0
计算机软件 n 0
/ x 0
通讯 nz 0
相关 v 0
专业 n 0
优先 vn 0
拥有 v 0
android eng 1
/ x 0
ios eng 1
产品开发 l 0
经验 n 0
独立 v 0
进行 v 0
开发 v 0
工作 vn 0
积极主动 n 0
责任心 n 0
强 a 0
工作 vn 0
踏实 a 0
严谨 a 0
好学上进 l 0
医疗 n 0
相关 v 0
领域 n 0
开发 v 0
经验 n 0
兴趣 n 0
优先 vn 0
参与 v 0
acm eng 0
算法 nz 1
竞赛者 n 0
优先 vn 0
实习 v 0
时间 n 0
每周 r 0
至少 d 0
天 n 0
负责 v 0
移动 vn 0
平台 n 0
android eng 1
客户端 n 0
应用 v 0
开发 v 0
负责 v 0
android eng 1
平台 n 0
手机软件 n 0
设计 vn 0
/ x 0
开发 v 0
/ x 0
需求 v 0
分析 vn 0
工作 vn 0
主流 b 0
android eng 1
手机 n 0
设备 vn 0
创建 v 0
高标准 n 0
/ x 0
高可用性 n 0
手机软件 n 0
参与 v 0
android eng 1
平台 n 0
应用软件 l 0
设计 vn 0
策划 n 0
相关 v 0
技术 n 0
研究 vn 0
本科 r 0
以上学历 l 0
年 m 0
android eng 1
开发 v 0
经验 n 0
熟悉 v 0
android eng 1
架构 n 0
相关 v 0
技术 n 0
android eng 1
平台 n 0
系统 n 0
进行 v 0
应用 v 0
开发 v 0
独立 v 0
进行 v 0
android eng 1
应用 v 0
功能 n 0
设计 vn 0
/ x 0
开发 v 0
/ x 0
调试 vn 0
/ x 0
发布 v 0
具备 v 0
良好 a 0
编码 n 0
习惯 n 0
一定 d 0
文档 n 0
能力 n 0
具备 v 0
钻研 n 0
精神 n 0
工作 vn 0
认真负责 n 0
/ x 0
表达能力 n 0
/ x 0
沟通 v 0
能力 n 0
强 a 0
具有 v 0
较强 a 0
团队 n 0
协作 vn 0
精神 n 0
高度 n 0
责任心 n 0
区块 n 0
链 n 0
技术开发 n 0
经验 n 0
优先 vn 0
考虑 v 0
负责 v 0
android eng 1
开发 v 0
框架 n 0
持续 vd 0
改进 v 0
负责 v 0
业务 n 0
模块 n 0
android eng 1
端 v 0
日常 d 0
开发 v 0
按时 d 0
交付 v 0
负责 v 0
按时 d 0
完成 v 0
公司 n 0
安排 v 0
任务 n 0
计算机相关 n 0
专业本科 n 0
以上学历 l 0
年 m 0
android eng 1
开发 v 0
经验 n 0
具有 v 0
成熟 a 0
android eng 1
app eng 1
产品开发 l 0
经验 n 0
优先 vn 0
精通 a 0
android eng 1
开发 v 0
平台 n 0
框架 n 0
原理 n 0
精通 a 0
系统 n 0
组件 n 0
使用 v 0
能够 v 0
进行 v 0
自定义 l 0
控件 n 0
封装 v 0
移动端 nz 1
性能 n 0
调优 v 0
/ x 0
网络 n 0
优化 vn 0
独到 v 0
见解 v 0
熟悉 v 0
android eng 1
系统 n 0
常用 b 0
性能 n 0
调试 vn 0
工具 n 0
优先 vn 0
热爱 a 0
技术 n 0
强烈 a 0
责任心 n 0
团队精神 n 0
善于 v 0
沟通 v 0
合作 vn 0
独立 v 0
完成 v 0
设计 vn 0
编码 n 0
独立 v 0
架构 n 0
/ x 0
完成 v 0
android eng 1
客户端程序 n 0
开发 v 0
android eng 1
性能 n 0
内存优化 nz 1
疑难问题 l 0
分析 vn 0
参与 v 0
移动 vn 0
平台 n 0
软件 n 0
框架 n 0
研究 vn 0
设计 vn 0
实现 v 0
/ x 0
关键技术 n 0
验证 v 0
选型 n 0
工作 vn 0
参与 v 0
hybrid eng 1
相关 v 0
开发 v 0
二 m 0
/ x 0
年 m 0
java eng 1
开发 v 0
经验 n 0
年 m 0
android eng 1
开发 v 0
经验 n 0
丰富 a 0
android eng 1
应用 v 0
架构 n 0
经验 n 0
独立 v 0
承担 v 0
架构设计 n 0
主导 b 0
项目 n 0
熟悉 v 0
android eng 1
sdk eng 1
相关 v 0
配套 a 0
工具 n 0
熟悉 v 0
androidui eng 1
开发 v 0
非常 d 0
熟悉 v 0
ui eng 1
架构 n 0
理解 v 0
了解 v 0
基础 n 0
ui eng 1
交互 v 0
知识 v 0
熟悉 v 0
android eng 1
调试 vn 0
工具 n 0
方法 n 0
应付 vn 0
android eng 1
复杂 a 0
问题 n 0
熟悉 v 0
androidframework eng 1
层 q 0
android eng 1
源码 n 0
阅读 v 0
定位问题 n 0
经验 n 0
具备 v 0
开发 v 0
经验 n 0
优先 vn 0
考虑 v 0
mobileweb eng 1
开发 v 0
经验 n 0
/ x 0
后端 nz 1
开发 v 0
经验 n 0
个性 n 0
乐观 a 0
开朗 ns 0
好奇心 l 0
强 a 0
逻辑思维 l 0
强 a 0
善于 v 0
团队 n 0
合作 vn 0
强烈 a 0
责任心 n 0
加 v 0
分项 m 0
github eng 1
开源 n 0
项目 n 0
log eng 1
产品 n 0
需求 v 0
开发 v 0
相关 v 0
移动 vn 0
产品 n 0
负责 v 0
android eng 1
手机 n 0
客户端 n 0
软件 n 0
相关 v 0
系统分析 l 0
/ x 0
设计 vn 0
开发 v 0
学习 v 0
研究 vn 0
新 a 0
技术 n 0
满足 v 0
产品 n 0
需求 v 0
开发 v 0
过程 n 0
中 f 0
体验 n 0
产品 n 0
提出 v 0
改进 v 0
建议 n 0
配合 v 0
部门 n 0
提供 v 0
产品 n 0
相关 v 0
技术支持 n 0
年 m 0
移动端 nz 1
开发 v 0
经验 n 0
精通 a 0
android eng 1
手机 n 0
端 v 0
开发 v 0
计算机科学 n 0
相关 v 0
技术 n 0
学科 n 0
本科 r 0
热爱 a 0
设计 vn 0
编写程序 n 0
行业 n 0
充满 a 0
激情 n 0
独立 v 0
代码 n 0
解决问题 n 0
能力 n 0
熟悉 v 0
android eng 1
应用 v 0
开发 v 0
框架 n 0
独立 v 0
开发 v 0
高性能 n 0
android eng 1
应用 v 0
熟悉 v 0
android eng 1
平台 n 0
架构 n 0
android eng 1
源码 n 0
二次开发 nz 0
经验 n 0
优先 vn 0
具备 v 0
良好 a 0
设计模式 n 0
面向对象编程 l 0
思维 n 0
良好 a 0
编程 n 0
习惯 n 0
代码 n 0
品质 n 0
产品品质 n 0
优 ag 0
较高 a 0
要求 v 0
比较 d 0
良好 a 0
计算机相关 n 0
基础 n 0
熟悉 v 0
数据结构 nz 1
算法 nz 1
操作系统 l 0
相关 v 0
知识 v 0
高性能 n 0
编程 n 0
性能 n 0
调优 v 0
并行 v 0
开发 v 0
网络管理 n 0
内存管理 nz 1
消息 n 0
通讯 nz 0
机制 n 0
安全 an 0
机制 n 0
多线程 nz 1
开发 v 0
http eng 1
/ x 0
https eng 1
/ x 0
socket eng 1
工作 vn 0
原理 n 0
成功 a 0
产品 n 0
项目 n 0
经验 n 0
优先 vn 0
底层 n 0
/ x 0
c++ eng 1
基础 n 0
经验 n 0
优先 vn 0
熟练掌握 i 0
java eng 1
熟悉 v 0
java eng 1
sdk eng 1
android eng 1
sdk eng 1
熟悉 v 0
android eng 1
开发 v 0
架构 n 0
api eng 1
调用 vn 0
熟悉 v 0
http eng 1
/ x 0
tcp eng 1
/ x 0
ip eng 1
通讯 nz 0
协议 n 0
熟悉 v 0
多线 m 0
编程 n 0
hybrid eng 1
react eng 1
reactnative eng 1
ue eng 1
技术 n 0
一定 d 0
程度 n 0
掌握 v 0
了解 v 0
丰富 a 0
web eng 1
标准 n 0
/ x 0
易用性 nr 0
/ x 0
浏览器 n 0
端 v 0
原理 n 0
网站 n 0
性能 n 0
优化 vn 0
方面 n 0
知识 v 0
独立 v 0
产品 n 0
意识 n 0
负责 v 0
一个 m 0
完整 a 0
项目 n 0
技术 n 0
选型 n 0
实施 v 0
年 m 0
android eng 1
移动 vn 0
客户端 n 0
开发 v 0
经验 n 0
ios eng 1
开发 v 0
经验 n 0
优先 vn 0
工作 vn 0
描述 v 0
业务 n 0
需求 v 0
android eng 1
平台 n 0
进行 v 0
应用 v 0
程序开发 nr 0
产品 n 0
功能模块 n 0
设计 vn 0
编码 n 0
实现 v 0
模块 n 0
功能 n 0
确保 v 0
开发 v 0
质量 n 0
参与 v 0
移动 vn 0
平台 n 0
软件 n 0
框架 n 0
研究 vn 0
设计 vn 0
实现 v 0
/ x 0
关键技术 n 0
验证 v 0
工作 vn 0
负责 v 0
技术 n 0
团队 n 0
管理 vn 0
打造 v 0
团队 n 0
技术 n 0
氛围 n 0
改进 v 0
软件 n 0
过程 n 0
工作 vn 0
要求 v 0
计算机相关 n 0
专业 n 0
本科 r 0
以上学历 l 0
年 m 0
android eng 1
开发 v 0
经验 n 0
具有 v 0
良好 a 0
英文 nz 0
阅读 v 0
能力 n 0
android eng 1
版本 n 0
区别 n 0
特性 n 0
了然于胸 i 0
具有 v 0
android eng 1
主流 b 0
手机 n 0
机型 n 0
适配 v 0
经验 n 0
精通 a 0
常用 b 0
软件架构 l 0
模式 n 0
熟悉 v 0
算法 nz 1
数据结构 nz 1
多线程 nz 1
网络 n 0
编程 n 0
socket eng 1
/ x 0
http eng 1
/ x 0
webservice eng 1
良好 a 0
项目 n 0
过程 n 0
质量 n 0
控制 v 0
意识 n 0
adnroid eng 1
应用 v 0
性能 n 0
/ x 0
保活 vn 0
优化 vn 0
经验 n 0
优先 vn 0
应用 v 0
上架 v 0
经验 n 0
熟悉 v 0
android eng 1
软件 n 0
市场 n 0
规则 n 0
玩法 n 0
优先 vn 0
android eng 1
应用 v 0
ui控件 eng 1
优化 vn 0
经验 n 0
/ x 0
懂 v 0
实现 v 0
androidui eng 1
特效 a 0
功能 n 0
优先 vn 0
具有 v 0
用户量 n 0
互联网 n 0
产品开发 l 0
经历 n 0
优先 vn 0
负责 v 0
移动 vn 0
产品 n 0
android eng 1
客户端 n 0
开发 v 0
优化 vn 0
负责 v 0
基础 n 0
组件 n 0
中间件 n 0
研发 j 0
优化 vn 0
移动 vn 0
平台 n 0
新 a 0
技术 n 0
研究 vn 0
应用 v 0
本科 r 0
以上学历 l 0
计算机相关 n 0
专业 n 0
熟悉 v 0
常用 b 0
算法 nz 1
数据结构 nz 1
年 m 0
android eng 1
相关 v 0
项目 n 0
经验 n 0
扎实 a 0
java eng 1
语言 n 0
基础 n 0
熟练掌握 i 0
自定义 l 0
控件 n 0
自动 vn 0
布局 n 0
内存管理 nz 1
网络 n 0
多线程 nz 1
存储 j 0
方面 n 0
使用 v 0
熟悉 v 0
性能 n 0
分析 vn 0
工具 n 0
使用 v 0
性能 n 0
优化 vn 0
相关 v 0
经验 n 0
代码 n 0
工程质量 n 0
有所 n 0
追求 v 0
独立 v 0
钻研 n 0
移动 vn 0
领域 n 0
新 a 0
技术 n 0
热情 n 0
能力 n 0
具有 v 0
团队精神 n 0
/ x 0
良好 a 0
沟通 v 0
能力 n 0
主动性 b 0
强加 v 0
分项 m 0
熟悉 v 0
常用 b 0
优化 vn 0
方法 n 0
高性能 n 0
客户端 n 0
实践经验 n 0
熟悉 v 0
常用 b 0
第三方 m 0
开源 n 0
组件 n 0
熟悉 v 0
常用 b 0
设计模式 n 0
架构设计 n 0
思想 n 0
技术 n 0
博客 nr 0
开源 n 0
社区 n 0
分享 v 0
做 v 0
中间件 n 0
sdk eng 1
设计 vn 0
研发 j 0
负责 v 0
android eng 1
移动 vn 0
互联网 n 0
互联网 n 0
应用软件 l 0
客户端 n 0
架构设计 n 0
开发 v 0
维护 v 0
完成 v 0
android eng 1
平台 n 0
app eng 1
产品 n 0
需求 v 0
功能 n 0
定义 n 0
负责 v 0
android eng 1
平台 n 0
客户端程序 n 0
开发 v 0
独立 v 0
完成 v 0
客户端 n 0
开发 v 0
独立 v 0
高效 a 0
完成 v 0
编码 n 0
/ x 0
调试 vn 0
维护 v 0
工作 vn 0
熟悉 v 0
主流 b 0
手机 n 0
特性 n 0
深刻理解 l 0
手机 n 0
客户端 n 0
软件 n 0
服务端 n 0
开发 v 0
特点 n 0
熟练掌握 i 0
java eng 1
编程 n 0
/ x 0
熟悉 v 0
android eng 1
sdk eng 1
掌握 v 0
面向对象 n 0
开发技术 n 0
熟悉 v 0
android eng 1
网络通信 nt 0
机制 n 0
一定 d 0
android eng 1
网络 n 0
编程 n 0
经验 n 0
熟练 a 0
android eng 1
各类 r 0
ui eng 1
组件 n 0
/ x 0
图形图像 n 0
/ x 0
网络 n 0
/ x 0
文件系统 l 0
模块 n 0
使用 v 0
较强 a 0
分析 vn 0
解决问题 n 0
能力 n 0
配合 v 0
项目经理 n 0
完成 v 0
相关 v 0
任务 n 0
目标 n 0
linux eng 1
开发 v 0
经验 n 0
jni eng 1
ndk eng 1
开发 v 0
经验 n 0
优先 vn 0
一年 m 0
android eng 1
平台 n 0
app eng 1
开发 v 0
经验 n 0
优先 vn 0
责任心 n 0
强 a 0
具备 v 0
良好 a 0
沟通 v 0
能力 n 0
团队 n 0
合作 vn 0
意识 n 0
具备 v 0
强烈 a 0
自主 v 0
学习 v 0
能力 n 0
负责 v 0
公司 n 0
产品 n 0
android eng 1
客户端 n 0
设计 vn 0
/ x 0
开发 v 0
/ x 0
维护 v 0
工作 vn 0
产品 n 0
功能模块 n 0
设计 vn 0
编码 n 0
实现 v 0
模块 n 0
功能 n 0
确保 v 0
开发 v 0
质量 n 0
进度 d 0
